,time,consent,age,gender,pronouns,ethnicity,religion,political_affil,education,degree_name,income,disability,disability_name,cert_license,time_in_bx_anal,time_cert_license,country_live,province_live,state_live,country_practice,province_practice,state_practice,define_diversity,familiar_cis_fem,familiar_cis_male,familiar_trans_fem,familiar_trans_male,familiar_non_binary,familiar_gender_fluid,familiar_gender_neutral,familiar_asian,familiar_black,familiar_white,familiar_latinx,familiar_nat_amer,familiar_pac_isl,familiar_agnostic,familiar_amish,familiar_buddhism,familiar_christian,familiar_hinduism,familiar_islam,familiar_jehovah,familiar_judaism,familiar_atheist,familiar_paganism,familiar_wiccan,actions_recommend,survey_feedback,browser,ip_address,unique_id,location
94,10/28/20 12:10,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,Mexican,Catholic,,Bachelor's degree,,Prefer not to say,No,,,0-5 years,0-5 years,United States,,Texas,,,,Representing/inclusion of a range of types of people of  all backgrounds and abilities,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,We should continue to consider different cultures and  backgrounds  before intervening and practice cultural humility more regularly. We should also acknowledge our scope of knowledge in  different areas and seek out resources to familiarize/educate ourselves with all types of diversity.,,Chrome 86.0.4240.111 / OS X,68.184.181.84,688743115,"33.14640045166, -97.090202331543"
95,10/28/20 12:17,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",61-75,Female,He/him/his,Caucasian,Christian,,Master's degree,,"$50,000 to $74,999",No,,Licensed Behavior Analyst,6-10 years,6-10 years,United States,,tx,United States,,tx,inclusion based on applicable skills,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,base it on skills,keep standards in tact,Safari 14.0 / OS X,100.4.69.109,688754274,"36.806400299072, -76.414596557617"
96,10/28/20 12:17,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,Caucasian/White,I do not identify with a religion. ,Democrat,Master's degree,,"$50,000 to $74,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,United States,,California,United States,,California,"people/individuals of different races, ethnicities, sexual orientations, sexes, genders, socioeconomic backgrounds, cultural perspectives, and geographical locations. ",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,More scholarship and grant opportunities for individuals with bachelor's degrees that are from diverse backgrounds that would like to pursue their master's degree in behavior analysis and become a BCBA. I think access and funding is still a big issue for individuals to receive a master's degree and then sit for the BCBA exam. ,"I rated my familiarity of the terms based on the actual words, but my answers do not reflect my familiarity with the culture behind all of those terms/cultures/religions/races/etc. 
Was somewhat hesitant to rate my familiarity of the words as ""very familiar"" if the point of the question was to assess my familiarity with the cultures behind those terms. ",Safari 14.0 / OS X,66.215.37.150,688755392,"33.828701019287, -118.11689758301"
97,10/28/20 12:17,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,White (not Hispanic),No religious identity,Independent,Bachelor's degree,,"Less than $20,000",No,,,0-5 years,,United States,,Texas,,,,"Diversity is equal and equitable representation of ethic, religious, and gender identities within a formal organization.",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,"Remove ethnic/gender/sex identity from application forms, unless for data collection purposes. Inclusion of these statements can either directly or indirectly influence inequitable hiring practices.",,Firefox 81.0 / Windows,129.120.67.51,688755461,"33.21480178833, -97.133102416992"
98,10/28/20 12:23,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,White,Christian,Democrat,Bachelor's degree,,"$35,000 to $49,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,Texas,United States,,Texas,"Diversity is the inclusion of people with various backgrounds, political beliefs, religious beliefs, socioeconomic status, values, and morals.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,"Require courses that cover different world views and religions

Require courses that simulate interacting with people from diverse backgrounds

Require CEs that cover communication and diverse opinions",,Chrome Mobile 86.0.4240.110 / Android,47.184.113.69,688767408,"33.14640045166, -97.090202331543"
99,10/28/20 12:27,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Genderqueer,Other: Any,White,Paganism,NPA- Libertarian Socialism ,Bachelor's degree,,"$20,000 to $34,999",No,,,0-5 years,0-5 years,United States,,Texas,,,,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,,Chrome Mobile 83.0.4103.106 / Android,47.222.57.124,688773721,"33.261699676514, -96.811698913574"
100,10/28/20 12:27,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,male,He/him/his,White,None,Democratic Socialist/Democratic Party,Master's degree,,"$100,000 to $149,999",No,,,11-15 years,0-5 years,United States,,,United States,,,Diversity refers to the purposeful inclusion of a wide range of individuals in a community. It isn't necessarily  representative of actual population demographics.,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,"Invest  in recruiting  marginalized populations into undergraduate and graduate behavior analysis coursework. As a private employer, we seek to hire a more diverse group of candidates, but often find that a diversity lacking in the candidates qualified to do the work we provide. Training a more diverse group of people would allow for hiring more diverse candidates and impacting different populatio",,Safari 13.1.2 / OS X,74.85.93.162,688774433,"47.614498138428, -122.34799957275"
101,10/28/20 12:59,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Woman ,She/her/hers,Caucasian ,"Former catholic, currently not practicing ",Democrat but am more liberal in practice ,Master's degree,,"$50,000 to $74,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",0-5 years,0-5 years,United States,,Massachusetts,United States,,Massachusetts ,"Having differing characteristics and qualities among a group of people. These can include things like ethnicity, gender, sexual orientation, socioeconomic status, race etc ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,"Listen to Autistic voices and follow the direction given by those who receive our services. Also, do not continue to allow people to degrade those with diversity regardless of how big of a ""name"" they are in the field. ",Include additional common pronouns as well as the ability to select more than one. ,Mobile Safari 13.1.2 / iOS,107.3.125.178,688823821,"41.668598175049, -70.414001464844"
102,10/28/20 12:59,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,female,She/her/hers,white,none,Liberal ,Master's degree,,"Less than $20,000",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",6-10 years,0-5 years,United States,,Texas,United States,,Texas,"The acknowledgement of differences in background, experience, race, religion, gender, sexual orientation, economic status, ability, mental health status, etc. ",Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,"intentional inclusion of people from different backgrounds, experiences, and ways of thinking in all levels of behavior analytics activities. Seeking out speakers, presenters, workshops, etc from people who do not fall into the ""average"" categories. ",,Safari 13.1.1 / OS X,47.184.107.213,688823872,"33.220100402832, -97.150199890137"
103,10/28/20 13:04,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,female ,She/her/hers,white ,i do not identify with a religion,Independent Left-leaning,Bachelor's degree,,"$300,000 or above",Yes,Depression and Anxiety,Other: i havent completed my RBT license ,0-5 years,0-5 years,United States,,Texas,United States,,Texas,"Diversity in a population:
All walks of life. Disabled; mentally and physically. Able-bodied; mentally and physically. All ethnicities, all ages, all neurotypes ",Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,Somewhat familiar,Not at all familiar,Somewhat unfamiliar,Somewhat unfamiliar,Not at all familiar,Very familiar,Somewhat familiar,Somewhat familiar,I'm not entirely sure what is meant by actionable items,An option for not working yet would be good as well as an option for no licenses/certifications but having obtained degrees  :),Mobile Safari 14.0 / iOS,47.184.94.136,688832910,"33.232398986816, -97.110801696777"
104,10/28/20 13:16,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,"My sex is female. Sex should not be replaced with gender. While gender is a social construct and an instituational fact, sex is a biological fact that is important (and forms an important political class), and shouldn't be replaced with gender.","Other: I really don't have any, as pronouns are used by other people to refer to me and I am usually not around when they use them. But I also understand the difference between sex and gender. My sex is female. ","Society views me as white. While I do not necessarily identify as white, I understand that I have benefitted from the structures and priviledges of being viewed as white, and this makes me view the world through the lens of a white woman. ",I do not identify with any religion.,Democrat,Master's degree,,"$20,000 to $34,999",No,,,11-15 years,0-5 years,United States,,Indiana,,,,Variation in the measure of interest.,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,"Please, please, please do not confuse biological realities with social ones. While race is a social construct, racism is very real, and has created biological realities for race (e.g., poorer outcomes for African Americans re: COVID-19). In the very same sense, gender is a social construct that has biological outcomes. I know this and I see this. But please do not confuse sex and gender. Sex is a biological reality. Yes, there's variation, but the history of oppressing the female sex has been, in large part, to their biological differences from men. Creating sex as a political class, and the history of feminist efforts, have long fought to gain some ground on this issue. Obscuring the differences between sex and gender really does threaten to limit the fights of sex-based oppression. No other political class, besides women, have been asked to change the language and identity of their class to make room for another. I truly want to fight for trans rights, but I also want to be able to call myself a woman and a mother and to fight for women's rights (abortion, domestic violence awareness, fertility awareness, access to menstrual products) without being told I'm being exclusionary. Ignoring biological sex differences, such as the fact that females (for the most part) have certain biological needs and are oppressed because of it, is akin, in my opinion, to colorblindess. We HAVE to see sex, and see the reasons women want to organize as a political class, without being told what they have to call themselves (menstruators, people with uteruses, cisgendered female, etc) while also being told that they have to honor other people in what they want to be called. I don't want to be called a cisgendered female. I am an adult female, a woman. As a society we are finally coming around to the idea that you can't just claim an identity (you can't claim to be Black or Native American because you have a certain genetic makeup), and yet some are telling women that they are women, too. I think we really need to have an open conversation about this, without being labeled as transphobic. 

https://www.theguardian.com/commentisfree/2020/sep/30/feminists-anti-trans-idea-sex-gender-oppression",Firefox 82.0 / OS X,73.146.18.226,688896428,"39.249500274658, -86.561698913574"
105,10/28/20 13:26,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Mixed race/ethnicity ,Agnostic ,Democrat,Doctoral degree,,"$100,000 to $149,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,TX,United States,,TX,"In the context of the USA, anything that differs from the white, heterosexual, cisgender, Eurocentric, Christian, non-disabled, English speaking, ""norm""",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Somewhat familiar,,,Somewhat unfamiliar,Somewhat unfamiliar,"Collect and report demographic data

Define what diversity outcomes are and their rationale. 

Develop a position statement that directly rejects white supremacy and caste systems in the USA and Calls for the dismantling of those systems in our field.  ","There are already diverse people in our field. They are being ignored and their voices are not being amplified. Rather, there are calls to ""increase diversity"" which looks to bring outsiders in. A good start is to identify the diversity we already have and see what their ideas are. ",Mobile Safari 13.1.2 / iOS,107.128.181.175,688953098,"30.441600799561, -97.598602294922"
106,10/28/20 13:34,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,African American,I do not identify with a religion ,Democrat,Doctoral degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst-Doctoral,16-20 years,6-10 years,United States,,Texas,United States,,Texas,"Diversity is a group of individuals and the individuals included vary amongst important ""identifying"" variables - such as age, gender, race, culture, abilities, religion, socioeconomic status, etc...",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,"Clear position statement about why the discipline is interested in increasing diversity. 
Discipline-level recommendations to academic departments on recruitment and admissions processes that are likely to recruit and retain diverse students.
Programs that support underrepresented populations at the entry-level certification (RBT)  and create pathways for advanced certification levels.",,Chrome 86.0.4240.111 / Windows,52.144.111.140,688991553,"32.955898284912, -97.714401245117"
107,10/28/20 13:40,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White,Christian,,Master's degree,,"$200,000 to $249,999",No,,Board Certified Behavior Analyst,16-20 years,11-15 years,United States,,Texas,United States,,Texas,"a wide variety of backgrounds, gender, sexual orientation, cultures, and ethnicities",Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,"More continuing education or school coursework designed to address diversity and cultural competency
Presenters of diverse backgrounds (not white, usually male) at conferences and conducting webinars
",,Safari 14.0 / OS X,47.185.201.78,689021652,"33.01490020752, -96.619201660156"
108,10/28/20 13:56,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Woman,She/her/hers,white,athiest,democrat,Bachelor's degree,,"$50,000 to $74,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,Texas,United States,,,I do not know a definition for diversity. But i think it is just having people of different backgrounds included ,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,"Well, maybe look at how to increase diversity for clients. A lot of people initially come to this field because they had a family member receive services. If we do not have diverse clients for whatever reasons, then there are less communities even aware of what we do. Reaching out to public high schools and letting kids know about our field. Also, interdisciplinary work, to get good publicity",,Chrome 86.0.4240.111 / Windows,47.184.109.53,689100725,"33.220100402832, -97.150199890137"
109,10/28/20 14:27,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,White,None,Independent,Master's degree,,"$200,000 to $249,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,Tennessee,United States,,Tennessee,"Diversity in general usually means a mixture of different components, possibly heterogenaity, in the sense that something is not homogenous. A mixture of representation.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Take a pragmatic approach. Assessment first. What is ABA's baseline level of diversity? What is an ideal level of diversity? What interventions have worked for other fields who have been successful? How do we measure success? Should ideal diversity reflect regional populations or some proposed static level? Also, is diversity something we can force? Or is it a byproduct of something else?","I don't know about the demographic section, but inclusivity is not mentioned above. It is only mentioned in this question.",Firefox 81.0 / OS X,76.107.189.6,689242356,"35.178699493408, -89.756500244141"
110,10/28/20 15:16,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,Black ,No religion ,Leftist ,Master's degree,,"$35,000 to $49,999",No,,Other: None ,0-5 years,0-5 years,United States,,,,,,"Representation of many different traits, qualities, or categories within a space ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,"Listen to diverse voices, allow certification in multiple languages, change ethical standards to be more culturally sensitive",,Mobile Safari 14.0 / iOS,68.185.205.25,689439702,"33.14640045166, -97.090202331543"
111,10/28/20 16:46,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,cisgender female,She/her/hers,caucasian,,democrat,Doctoral degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst-Doctoral
Licensed Behavior Analyst",21-25 years,16-20 years,United States,,Texas,"Italy
United States",,Texas and Missouri,"Inclusive of a range of characteristics including but not limited to age, sex, gender, race, ethnicity, disability, etc.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,One area in which we need to start is in K-12 institutions. The way in which US-based social institutions are organized significantly reduce the probability of students from diverse backgrounds even making it to the institutions of higher education when students might have their first opportunities to be exposed to behavior analysis. This effort can also introduce students to BA at an earlier age.,,Chrome 86.0.4240.111 / OS X,47.186.212.85,689722926,"33.183399200439, -97.126403808594"
112,10/28/20 18:10,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Caucasion,Agnostic,Democrat,Master's degree,,"$150,000 to $199,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,Missouri,United States,,"Missouri, Kansas",Diversity is an amount of variation within a group. ,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Not at all familiar,Very familiar,Not at all familiar,Not at all familiar,Somewhat unfamiliar,Somewhat familiar,Very familiar,Not at all familiar,Not at all familiar,,,Chrome 86.0.4240.111 / OS X,98.156.111.0,689832126,"39.360298156738, -94.915100097656"
113,10/28/20 18:14,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,"Caucasian,  Native American ",Atheist/not religious,Democratic,Master's degree,,"$200,000 to $249,999",Yes,Narcolepsy,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,Texas,United States,,,"Individuals from different backgrounds, religious affiliations, disabilities, political views, race, sexual orientation, etc having a voice within an organization, company, etc.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Providing a platform for all these voices from diverse backgrounds to be heard and represented. The playing field is not level as it stands. ,,Chrome Mobile 86.0.4240.110 / Android,136.49.201.237,689833772,"37.419200897217, -122.05740356445"
114,10/28/20 20:57,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,White,Catholic,Moderate,Master's degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,Texas,United States,,Texas and New Jersey,"the practice or quality of including or involving people from a range of different social and ethnic backgrounds and of different genders, sexual orientations, etc.",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat unfamiliar,Very familiar,Not at all familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,,,Mobile Safari 14.0 / iOS,47.184.79.131,689884281,"33.14640045166, -97.090202331543"
115,10/28/20 23:21,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,Female,She/her/hers,White British ,Agnostic,Democrat,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,United States,,,United States,,,"There are many forms of diversity. Diversity is about differences. For example, cultural  diversity relates to people of many cultures, musical diversity relates to different types of music. ",Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,"Publish in more diverse journals. Market behavior analysis and the benefit far and wide, including in main stream publications and outlets. Broad publicity will bring the science to diverse populations, increase awareness and bring diversity to our field. ",,Mobile Safari 13.1.2 / iOS,174.246.139.114,689918210,"37.750999450684, -97.821998596191"
116,10/28/20 23:25,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,Caucasian,Atheist,Democrat,Master's degree,,"$100,000 to $149,999",No,,"Board Certified Behavior Analyst
Other: Licensed Behavior Specialist",11-15 years,0-5 years,United States,,Pennsylvania,United States,,,Diversity can be defined by any factors that make us unique.  These factors will vary contextually and will be different from individual from individual and may change over time. ,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,We should have more leaders I'm academia and more opportunities for mentorship in the field for under represented groups.,,Chrome Mobile 86.0.4240.110 / Android,73.141.56.196,689918988,"39.886600494385, -75.296096801758"
